num_links,num_words,has_offer,sender_score,all_caps,is_spam
1,119,0,0.812573107,0,0
0,184,0,0.75330856,0,0
3,69,0,0.672277579,0,0
1,192,1,1,0,0
2,39,1,0.620778645,0,0
3,78,0,0.891423754,0,0
1,78,1,0.728771705,0,0
2,109,0,0.729737361,0,0
4,158,0,0.369814623,0,1
1,103,0,0.92028345,0,0
1,84,1,0.867351022,0,0
0,96,0,0.737603815,0,0
1,77,0,0.906959831,0,0
4,119,0,0.783109217,0,0
5,142,0,0.44051924,0,0
2,63,0,0.505881155,0,0
0,161,1,0.687876959,0,0
3,144,0,0.361709593,0,0
0,71,0,0.924486755,0,0
2,181,1,0.656889971,0,0
4,141,0,0.727386034,0,0
1,174,1,0.503702187,1,0
5,31,1,0.829299477,0,1
5,57,1,0.671457162,0,1
1,109,1,0.63478362,0,0
1,187,1,0.982190651,0,0
2,123,0,0.961886572,0,0
1,168,1,0.849943397,0,0
0,179,0,0.741810993,0,0
2,108,1,0.59678203,0,0
2,31,0,0.642234341,0,0
1,108,0,0.633049446,0,0
0,173,1,0.778434117,0,0
2,55,0,0.693654563,0,0
3,35,0,0.698639751,0,0
1,181,0,1,0,0
1,132,0,0.928744473,1,0
0,171,0,0.543761217,0,0
4,186,0,0.759395401,0,1
0,176,0,0.544854126,0,0
1,178,1,0.820540987,0,0
2,82,1,1,0,0
4,62,0,0.628788081,0,0
1,38,1,0.858119554,0,0
1,157,0,1,0,0
0,75,0,0.672753555,0,0
0,62,1,0.798860515,0,0
0,67,0,1,1,0
3,59,1,0.512787865,1,1
2,53,0,0.492664786,0,0
1,129,1,0.451147084,1,1
2,132,0,0.850990773,0,0
2,132,1,0.497372464,0,0
2,148,0,0.811969598,0,0
0,38,0,0.971922851,0,0
1,20,0,0.567624391,0,0
3,139,0,0.547583212,0,0
2,107,0,0.833984069,0,0
4,172,1,0.709572141,0,1
0,122,1,0.227420354,0,1
0,103,1,1,0,0
0,47,1,0.810399581,0,0
0,126,1,0.623926621,0,0
1,64,1,0.61582593,0,0
2,43,1,0.840054234,0,0
2,63,1,0.691024189,0,0
5,149,0,0.711449789,0,0
0,170,0,0.730141921,0,0
4,97,0,0.536189871,0,0
3,81,0,0.627849874,0,0
3,162,0,0.662334905,1,1
3,179,1,0.547872333,0,1
2,23,0,0.754944919,0,0
1,145,0,0.796866066,0,0
3,50,1,1,0,1
2,78,0,0.54780543,0,0
1,20,0,0.878091419,0,0
3,88,0,0.984986105,0,0
1,33,0,0.889917755,0,0
2,42,0,0.600386133,0,0
1,127,0,0.638145281,0,0
0,133,0,1,0,0
2,137,1,0.662702053,0,0
0,163,1,0.693974565,0,0
1,156,0,0.602658363,0,0
2,138,1,0.854763672,0,0
0,117,0,0.20783785,0,0
2,178,0,0.537998773,0,0
4,64,0,0.504020949,0,0
0,145,1,1,0,0
2,154,0,0.746442703,0,0
1,76,0,0.659649427,0,0
1,83,0,0.659197473,1,0
1,21,1,0.42368762,0,0
0,25,0,0.971239009,0,0
0,127,1,0.629726588,0,0
4,80,0,0.818623411,0,1
2,181,0,0.568697849,0,0
1,36,0,0.688007645,0,0
1,45,0,0.516225665,0,0
3,95,0,0.650391593,0,0
3,167,0,0.908156475,0,0
2,60,0,0.721164313,0,0
2,129,0,0.774824913,0,0
3,118,0,0.712530276,0,0
1,118,0,1,0,0
0,73,0,0.536692112,1,0
1,176,0,0.67238025,0,0
1,67,0,0.737581586,0,0
4,114,1,0.500806724,0,1
2,109,0,0.725292758,0,0
5,169,0,0.705928999,0,0
2,91,0,0.722782432,0,0
0,123,1,0.723659139,0,0
3,152,0,0.56568018,0,0
2,71,1,0.375085255,1,1
3,20,0,0.736616329,0,0
1,64,0,0.521324394,0,0
8,137,0,0.681511005,0,0
1,59,0,0.550311515,0,0
2,30,0,0.403848516,0,0
2,145,1,0.772126828,0,0
0,199,1,0.840069973,0,0
3,115,0,0.920657686,0,1
4,154,0,0.610589813,0,0
0,198,0,0.707938,0,0
0,168,1,0.768124959,1,1
3,58,0,0.904244452,0,0
0,63,1,0.349985403,0,1
0,76,0,0.406256061,0,0
1,60,0,0.97765717,0,0
1,58,0,0.362987072,0,0
2,167,0,0.883473864,0,0
2,41,0,0.966202273,0,0
2,176,0,0.860680326,0,0
2,65,1,0.499355262,0,0
2,22,0,0.521638302,0,0
1,152,0,0.688483276,0,0
1,75,0,1,1,0
0,86,0,1,0,0
0,108,0,0.75978666,0,0
0,179,0,0.381122528,0,0
0,116,0,0.732461876,0,0
1,128,0,0.658450091,0,0
2,60,0,0.704549189,0,0
1,48,0,0.368713886,0,0
0,122,0,0.748767162,0,0
0,130,0,0.399337559,0,0
0,128,0,0.194003755,0,0
1,30,0,0.744880519,0,0
0,114,0,1,0,0
0,151,0,0.532872993,1,0
1,112,0,0.605443563,0,0
1,73,0,0.879149937,0,0
1,140,0,0.932527015,0,0
2,21,1,0.721104499,0,0
2,119,1,0.558316838,1,1
2,97,0,0.965223416,0,0
0,67,0,0.45394836,0,0
0,87,0,0.595767217,0,0
1,63,0,0.817656031,0,0
2,147,0,0.386262661,0,0
1,113,1,0.7776673,1,0
1,102,0,0.927723958,0,0
3,38,0,1,0,0
2,191,0,0.621986336,0,0
1,178,0,0.61197085,0,0
0,81,1,0.842992009,0,0
1,162,0,0.576439249,0,0
1,176,0,0.638253183,0,0
4,86,0,0.764420827,0,0
0,105,1,0.774460113,0,0
3,194,0,0.318576914,0,0
0,103,0,0.466718507,0,0
1,144,0,0.333397346,0,0
2,26,0,0.366445225,0,0
2,148,0,0.476257922,0,0
0,41,0,0.655547196,0,0
0,76,0,0.674905769,0,0
1,113,1,0.269648242,0,0
0,144,0,0.513365099,0,0
1,92,1,0.396359245,0,1
1,46,0,0.659953847,0,0
1,57,0,0.568748072,0,0
1,147,0,0.951706979,0,0
4,95,0,0.672106638,0,0
0,160,0,0.578600865,0,0
3,116,0,0.647542083,0,0
1,162,0,0.57127185,0,0
0,99,1,0.968288427,1,0
1,117,1,0.6329506,0,0
1,67,0,0.791209471,0,0
0,34,1,0.857933066,0,0
1,118,0,0.567804879,0,0
1,59,0,0.33927256,0,0
2,49,0,0.603858405,0,0
1,131,0,0.827459996,0,0
0,42,0,0.360902649,0,0
3,28,0,0.750561568,0,0
3,179,0,0.867946465,0,0
1,54,0,0.978322716,1,0
3,68,0,0.835564232,0,0
2,115,1,0.758540441,0,0
0,192,0,0.737215988,0,0
3,35,1,0.458417288,0,1
1,51,0,0.510689767,0,0
0,44,0,0.353555701,1,1
0,113,0,0.714388932,0,0
3,56,0,0.788144211,0,0
3,56,0,0.723541658,0,0
1,182,0,0.756735575,0,0
2,64,0,0.851933198,0,0
1,155,0,0.434577102,0,0
1,194,0,0.712569085,0,0
2,55,1,0.74930078,0,0
2,137,0,0.606217452,0,0
0,101,0,0.274850228,0,0
4,122,1,0.495160052,0,0
0,157,0,0.598346524,0,0
1,20,1,0.729919446,1,0
1,162,0,0.706691469,0,0
3,115,0,1,0,0
1,111,1,0.888734274,0,0
1,106,0,0.695396041,0,0
2,150,1,0.72423597,0,0
1,134,0,0.954135428,0,0
3,51,0,0.961816421,0,0
1,167,0,0.76681888,0,0
0,75,1,1,0,0
2,97,0,0.520400801,0,0
2,118,1,0.694229747,0,0
2,123,0,1,0,0
0,61,0,0.842056507,0,0
5,92,0,0.671806872,0,0
0,79,1,0.720787345,0,0
2,194,1,0.73592875,0,0
4,171,0,1,0,0
2,60,1,0.86083968,1,0
4,23,1,0.684256065,0,1
0,95,0,0.364793917,0,0
2,198,0,0.554661357,0,0
1,20,0,0.712013084,0,0
2,33,0,0.674078982,0,0
2,157,0,0.919172462,0,0
1,116,1,0.653729393,0,0
0,183,0,0.867733847,0,0
0,61,1,0.405585083,0,0
1,141,1,0.595103311,0,0
2,67,1,0.838935919,0,0
1,37,0,1,0,0
1,108,0,0.671596976,0,0
1,95,1,0.865758495,0,0
1,79,0,0.967229245,0,0
3,175,1,0.890640333,0,0
1,28,0,0.849654672,0,0
1,171,0,0.629208025,1,0
0,167,1,1,0,0
0,46,0,0.436393289,0,0
2,120,1,0.446612552,0,0
2,187,0,1,0,0
1,102,0,0.77232398,0,0
1,73,0,0.452404005,0,0
0,105,0,0.413278419,0,0
3,101,0,0.404842769,0,0
2,162,1,1,1,1
0,116,0,0.683751002,0,0
2,122,0,0.596538929,0,0
0,198,1,1,0,0
1,59,0,0.750255267,0,0
0,190,0,0.634514708,0,0
0,83,0,0.912174641,0,0
1,154,0,0.819541658,0,0
1,21,1,0.820091529,0,0
0,49,0,0.645956451,0,0
1,71,0,0.520931425,0,0
3,120,0,0.497906191,0,0
0,122,0,0.720581867,0,0
2,52,0,0.701505378,0,0
0,28,0,0.796561676,1,0
0,30,0,0.615036049,0,0
0,143,0,0.956061346,0,0
0,95,0,0.434891359,0,0
2,157,0,0.783609766,0,0
2,73,0,0.518103762,0,0
2,94,1,0.65136588,0,0
2,116,0,0.515852749,0,0
1,167,1,0.626472445,0,0
2,24,0,0.485941888,0,0
4,43,1,0.499833417,0,1
0,179,1,0.892752861,0,0
1,50,1,0.422113881,0,0
1,125,0,0.829991572,0,0
0,63,1,0.870366112,0,0
3,166,0,0.846082845,0,0
1,43,0,0.694674076,1,0
1,137,1,0.481583147,0,0
1,31,1,0.390956339,0,0
3,197,1,0.463985039,1,1
0,104,1,0.465235862,0,0
0,134,0,0.755000178,0,0
4,44,1,0.416893504,0,1
0,198,0,0.658654307,0,0
2,136,1,0.708033975,0,0
1,161,0,0.639387116,1,0
0,91,0,0.645892549,0,0
1,48,1,0.955273812,0,0
1,44,0,0.79994235,0,0
1,106,0,0.840608603,0,0
2,119,0,0.625677641,1,0
2,159,0,0.856905314,0,0
2,197,1,0.760740518,0,0
0,159,0,0.742035338,0,0
1,101,1,0.621727051,0,0
0,119,0,0.747359228,0,0
2,195,1,1,0,0
1,197,1,0.820713295,0,0
0,38,0,1,1,0
3,131,0,0.322610826,0,0
1,72,0,0.714460182,0,0
2,54,1,0.86419447,0,0
1,132,1,0.777335928,0,0
0,174,0,0.803004014,0,0
1,86,0,0.622250693,0,0
2,70,1,0.942259874,0,0
4,124,0,0.379845561,0,0
2,166,0,0.670081292,0,0
1,62,1,0.72483976,0,0
2,54,1,0.585438093,0,0
2,34,0,0.705587436,0,0
2,163,0,0.307050196,0,0
1,118,1,0.440721041,1,0
6,88,0,0.954047848,0,0
1,104,1,0.748682279,0,1
1,188,1,0.624239902,0,0
0,49,0,0.89595149,0,0
0,166,0,0.977436938,0,0
2,107,0,1,1,0
0,65,0,0.322608285,0,0
1,79,0,0.976573896,1,0
2,98,0,0.467806861,0,0
2,43,0,0.760331001,0,0
0,183,0,0.822265676,0,0
1,196,0,1,0,0
5,33,0,0.793857637,1,0
2,58,0,0.755797818,0,0
4,27,1,0.532440991,0,1
2,195,0,0.362468866,0,0
0,99,1,0.527222308,0,0
1,100,0,0.981320117,0,0
1,60,0,0.706562347,0,0
0,54,0,1,0,0
0,73,1,0.55651448,0,0
2,184,1,0.857075048,0,0
1,199,1,0.733552796,0,0
2,37,0,0.959051561,0,0
3,40,0,0.655336492,0,0
1,61,0,0.674499664,0,0
2,84,1,0.943423634,0,0
2,155,0,0.282074621,0,0
1,133,1,0.671372973,1,0
0,120,0,0.367784943,0,0
0,186,1,0.694107764,0,0
2,80,1,0.615920415,0,0
4,29,1,0.820449873,0,1
2,26,1,0.793243964,0,0
0,54,0,0.642879625,0,0
1,110,0,0.507653792,0,0
1,61,1,0.715665983,0,0
2,107,0,0.961008834,1,0
2,48,1,0.503944398,0,0
5,174,0,0.399349258,0,1
0,57,0,0.331363869,0,0
1,21,0,0.393071416,0,0
1,44,1,0.698548989,0,0
1,57,0,0.418918747,0,0
0,78,0,0.625008895,0,0
1,125,0,0.792327193,0,0
2,26,0,0.274287523,0,0
2,196,0,0.89736452,0,0
2,127,0,0.985489677,0,0
6,60,0,1,0,0
3,198,0,0.994811211,0,0
0,124,0,1,0,0
2,113,1,0.746010766,0,0
1,43,1,0.861200748,0,0
2,55,0,0.649764468,1,0
3,99,0,0.832557807,0,0
1,157,0,0.727495919,0,0
2,40,0,0.367400938,0,0
3,46,1,0.399143603,0,1
3,74,1,1,0,1
2,104,0,0.731028695,0,0
2,152,0,0.98406539,0,0
1,136,1,0.586644559,0,0
0,78,0,0.521507647,0,0
1,183,0,0.682836448,0,0
1,93,0,0.857036408,1,0
4,53,1,0.978416972,1,1
1,71,0,0.73724503,0,0
0,153,0,0.830730853,0,0
1,161,0,0.671269966,1,0
3,78,0,0.991164665,0,0
2,76,0,0.994205764,0,0
0,139,0,0.542950399,0,0
2,56,0,0.77661515,0,0
0,51,0,0.500884713,0,0
2,39,0,0.863253919,0,0
1,145,1,0.621128014,0,0
2,100,0,0.540544319,0,0
2,128,1,0.291998036,0,0
3,71,0,0.916600098,0,0
0,107,0,0.73856193,0,0
0,104,0,0.750214913,0,0
2,195,0,0.866361881,0,0
2,98,0,0.54763358,0,0
5,158,0,0.516358892,1,0
0,120,0,0.809861769,1,0
0,177,1,0.93162319,0,0
3,79,1,0.806422703,0,1
0,165,0,1,0,0
0,139,0,0.812878628,0,0
2,194,0,0.801970724,0,0
1,145,1,0.864444919,0,0
1,31,1,0.653613375,0,1
2,197,0,0.451503038,0,0
0,121,1,0.703802033,0,0
0,131,1,0.842769771,0,0
1,59,1,0.528104925,0,0
1,38,1,0.418787084,0,0
3,106,0,0.554801746,0,0
1,119,1,0.967070059,0,0
2,174,0,0.799130068,0,0
2,199,1,0.674803572,0,0
1,99,0,0.506460936,0,0
1,26,1,0.755060132,0,0
0,96,1,0.737032038,0,0
1,74,0,0.791251139,0,0
0,110,0,1,1,0
1,178,1,0.798774063,0,0
3,158,1,0.561185169,0,1
0,164,0,0.422984279,0,0
0,85,1,0.58809341,0,0
2,86,0,0.608618346,0,0
1,117,1,0.865755721,0,0
4,133,0,0.57636917,0,1
2,179,0,0.501625705,0,0
3,171,0,0.807608348,0,0
3,32,1,0.576218118,0,1
0,169,0,0.815311708,0,0
1,166,1,0.53079636,0,0
1,186,0,0.605613031,0,0
2,40,0,0.583608679,0,0
3,163,1,0.782264426,0,1
1,154,0,0.671214966,0,0
3,103,0,0.455662571,0,0
1,131,0,0.438931407,0,0
0,145,0,0.63681065,0,0
1,97,0,0.416912023,0,0
3,173,0,0.617157591,0,0
1,105,0,0.751276852,0,0
1,124,1,0.463505596,1,1
2,95,0,0.869683775,0,0
4,132,0,0.976718373,0,0
1,50,0,0.916696561,0,0
1,123,0,0.833762695,0,0
3,87,0,0.784366789,0,0
2,187,0,0.747976025,0,0
2,46,0,0.773986615,0,0
2,156,0,0.579004393,0,0
2,112,0,0.694982576,0,0
1,35,0,0.72972084,0,0
0,130,0,0.828210081,0,0
2,132,1,0.381983493,0,0
1,32,0,0.742201701,0,0
1,79,0,0.912390333,0,0
2,98,0,0.579497405,0,0
0,156,0,0.678108676,0,0
0,139,1,0.327302808,0,1
1,144,0,0.713276033,0,0
2,127,0,0.402267522,0,0
2,51,0,0.589328738,0,0
0,74,0,0.690231204,0,0
0,172,0,0.578636397,0,0
3,188,0,0.667195888,0,0
3,45,0,0.774659694,0,0
0,128,0,0.692323004,0,0
1,176,0,0.728249582,0,0
2,147,1,0.326059993,0,0
0,101,0,0.668469685,0,0
2,55,0,0.255947896,0,0
1,116,1,0.620821127,0,0
0,103,1,1,0,0
2,150,1,0.887296755,0,0
4,78,0,0.414481354,0,0
2,181,0,0.59137078,0,0
0,25,0,0.664806485,0,0
1,178,1,0.801297495,0,0
0,179,0,0.870119462,0,0
2,61,0,1,0,0
3,76,1,0.50910774,0,1
4,92,1,0.74359662,0,0
3,65,0,0.347361949,1,0
3,131,0,0.781960028,0,0
2,107,0,0.798532572,0,0
0,75,0,0.70400986,0,0
2,197,1,0.830714815,1,1
4,142,0,0.52776516,0,0
3,177,0,0.436092583,0,0
4,183,1,0.509860556,0,1
1,45,0,0.774005921,0,0
1,69,0,0.962105263,0,0
1,149,0,0.528299819,0,0
2,125,1,0.563318342,0,0
1,127,0,0.723053051,0,0
1,26,1,1,0,0
0,174,0,0.610469248,0,0
3,99,1,0.892809564,0,0
2,68,0,0.664293914,1,0
1,65,0,0.591933364,0,0
1,173,0,0.434125136,0,0
2,84,1,0.639209664,0,0
5,21,0,0.869854271,0,0
0,98,0,0.526030022,0,0
0,83,1,0.719268887,0,0
2,119,0,0.529248105,0,0
1,79,1,0.616472931,1,0
2,108,0,0.397113134,0,0
1,156,0,1,0,0
1,34,1,0.761287301,0,0
2,184,0,0.634712465,0,0
2,25,1,0.958152464,0,0
1,190,0,0.681902787,0,0
0,64,0,0.791824875,1,0
1,95,0,1,1,0
2,175,0,0.994742818,0,0
1,199,0,0.471286978,0,0
3,125,0,0.702539256,0,0
0,182,0,0.955416198,0,0
5,85,1,0.483731877,0,1
0,173,0,0.648442881,0,0
2,167,1,0.641146441,0,0
2,148,1,0.800218894,0,0
1,111,1,0.860504292,0,1
3,49,0,0.930012908,0,0
2,29,1,0.716530843,0,0
0,128,0,0.491849182,1,0
2,169,0,0.629080093,0,0
0,48,1,0.488445859,0,0
0,88,0,0.563577298,0,0
2,155,0,0.841788236,0,0
1,158,0,0.412988746,0,0
3,173,0,0.589442022,0,0
2,166,0,0.878158913,0,0
3,166,1,0.836907905,0,1
0,177,0,0.539535025,0,0
2,55,0,0.520033661,1,0
0,189,0,1,0,0
0,28,0,0.77495781,0,0
1,154,0,0.537421815,0,0
1,37,0,0.691783246,0,0
1,156,0,0.917296229,0,0
1,153,0,0.521192079,0,0
1,64,0,0.517026906,0,0
3,169,0,0.744122512,0,0
1,98,1,0.429546235,0,0
4,106,0,0.565348634,0,0
1,179,0,0.612995199,0,0
2,140,1,0.168612324,0,1
1,163,0,0.716625694,0,0
1,149,1,0.822507232,0,0
2,60,0,1,0,0
3,198,0,0.819343934,1,0
1,33,0,0.494782381,0,0
4,196,0,0.609629324,0,0
1,196,0,1,0,0
1,46,0,0.790776371,0,0
3,100,0,0.9096264,0,0
1,186,0,0.585324702,0,0
1,92,0,0.656773685,0,0
2,183,1,0.686204136,0,0
1,29,1,0.884069392,0,0
3,112,0,0.614305786,0,0
2,151,0,0.820541696,0,0
1,104,1,0.699862313,0,0
4,120,1,0.457374324,0,0
2,21,0,0.699424088,0,0
1,175,0,0.920846696,0,0
3,108,0,0.701220402,0,0
1,173,0,0.634271588,0,0
4,140,1,0.984743646,0,1
0,49,0,0.777978172,0,0
1,28,0,0.423675392,0,0
0,148,1,0.642228895,1,1
1,75,0,0.753571853,0,0
0,75,0,0.74706692,0,0
0,80,1,0.802192435,0,0
3,64,1,0.667734007,0,1
1,160,0,0.657623648,0,0
1,161,0,0.702816164,0,0
1,157,0,0.85889661,0,0
2,164,1,0.5631187,0,0
0,164,1,0.685587876,0,0
2,178,0,0.749588268,0,0
1,193,0,0.592372043,0,0
2,68,0,0.792479037,0,0
0,109,0,0.769782354,0,0
0,119,0,0.286230542,0,0
1,112,0,0.706782178,0,0
1,37,0,0.983451675,0,0
4,30,1,0.999289749,0,1
2,115,0,0.836495348,1,0
0,150,0,0.954001968,0,0
2,123,0,0.669401569,0,0
1,163,0,0.813907287,0,0
3,156,0,0.732765811,0,0
1,87,1,0.833739143,0,0
0,192,1,1,0,0
1,21,1,0.90046369,1,1
0,138,0,0.63150372,0,0
1,108,0,1,0,0
0,139,1,0.749592333,0,0
2,41,0,0.830365229,0,0
2,140,1,0.652784214,1,1
2,196,1,0.847474342,0,0
0,168,0,0.779795414,0,0
1,93,0,0.926338638,0,0
2,106,0,0.599526415,0,0
1,23,0,0.890125413,0,0
5,77,1,0.21225711,0,1
2,137,0,0.576814514,1,0
1,45,0,0.430934062,0,0
3,132,1,0.76748204,0,1
3,186,0,0.892273397,0,0
1,123,1,0.698163419,0,0
3,148,0,0.971144012,0,0
0,117,1,0.545130663,0,0
1,67,0,0.419711254,0,0
0,40,0,0.844629041,0,0
0,178,0,0.934086262,0,0
3,194,0,0.721089126,0,0
2,42,0,1,0,0
0,110,0,0.801677332,0,0
0,26,1,0.779537274,0,0
0,147,1,0.613935888,0,0
2,68,1,0.439363685,0,0
0,118,1,0.646658312,0,0
0,50,0,1,0,0
2,144,0,0.738183335,0,0
2,194,0,0.621755488,1,0
0,112,0,0.51900061,0,0
3,54,1,0.807758781,0,1
0,53,1,0.475000151,0,0
3,34,1,0.771393331,0,1
3,97,1,0.607762492,0,1
1,104,0,0.647867668,0,0
2,90,1,0.828423988,0,0
1,100,0,0.510013601,0,0
3,189,1,0.701307217,0,0
0,165,0,0.394559886,0,0
0,57,0,0.677388641,1,0
2,83,0,0.799398131,0,0
4,48,0,0.858279688,0,0
3,137,0,0.926851593,1,0
2,134,0,0.831714586,0,0
3,29,1,0.618642154,0,1
0,36,1,0.337924339,0,1
0,179,0,0.898131382,0,0
2,134,1,0.5950803,0,0
3,103,1,0.410676684,0,1
2,100,0,1,0,0
3,193,0,0.687889456,0,0
1,90,1,0.797794501,0,0
1,134,1,0.745623177,0,0
1,75,0,0.697117277,0,0
1,80,0,0.622596025,0,0
2,122,1,0.583242158,0,0
3,63,0,1,0,1
2,185,0,0.408480958,0,0
0,123,0,0.613391565,0,0
1,197,0,0.52194482,0,0
1,93,0,0.803561487,0,0
2,51,0,0.617204277,0,0
0,140,1,0.600205977,0,0
3,109,0,0.828354518,0,0
3,72,0,1,0,0
1,195,1,0.533917585,0,0
1,20,1,0.389733238,0,0
1,122,1,0.712507401,0,0
1,137,0,0.867522514,0,0
2,49,0,0.656940173,1,0
0,28,0,0.826577762,0,0
2,127,1,0.590348873,0,0
3,52,0,1,0,0
2,45,0,0.822853895,0,0
0,61,0,0.603106651,1,0
2,61,0,0.549595227,0,0
2,115,1,0.754074955,0,0
0,58,0,0.834759781,0,0
1,80,0,0.438469674,0,0
0,66,1,0.702224017,0,0
0,189,0,0.848573014,0,0
5,67,0,0.766750811,0,0
2,199,1,0.824783771,0,0
2,180,0,0.998183391,0,0
2,174,1,0.078122171,0,1
1,190,0,0.743682077,0,0
0,176,0,0.229719395,0,0
0,166,0,0.690987363,0,0
2,147,1,0.959819631,0,0
2,118,0,0.674281369,0,0
3,130,0,0.513113697,0,0
2,47,0,0.865114455,0,0
0,29,0,0.727969108,1,0
0,125,0,0.737818868,0,0
2,163,0,1,0,0
2,119,0,0.398596166,1,0
1,20,0,0.572728477,0,0
3,137,0,0.775222189,0,0
0,101,1,0.943800498,0,0
1,151,0,0.507907224,0,0
2,151,0,0.617827336,0,0
1,134,1,0.686307259,0,0
2,167,1,0.669571751,1,1
1,82,0,0.839494608,0,0
0,54,0,0.689969391,0,0
1,135,0,0.829917623,0,0
1,64,0,0.459422585,0,0
2,76,0,0.728930371,0,0
4,140,0,0.706914801,0,0
1,171,1,0.868735731,0,0
2,39,0,1,0,0
1,175,0,0.891257869,0,0
3,185,1,0.559291502,0,1
1,171,0,0.826653171,0,0
0,43,0,0.689964366,0,0
1,89,0,0.632259918,0,0
3,121,0,0.594225197,0,0
2,146,0,0.583603574,0,0
2,137,0,0.471121307,0,0
1,44,0,0.440907656,0,0
0,100,1,0.83100657,0,1
4,36,0,0.628743418,0,0
2,77,1,0.736413152,0,0
2,167,0,0.526039156,0,0
0,21,0,0.815812027,0,0
1,102,0,0.55926978,0,0
1,28,1,0.432224369,0,0
2,142,0,1,0,0
0,123,1,0.74154905,0,0
3,102,0,0.637555572,0,0
3,128,1,0.661567018,0,1
0,139,0,0.628153702,0,0
3,153,0,0.798647675,0,0
0,30,1,0.390514587,0,0
2,168,0,0.338955986,0,0
2,125,1,0.722511133,0,0
1,147,0,0.351493984,0,0
4,49,1,0.318680091,0,1
2,101,0,0.88058901,0,0
2,134,0,0.733356972,1,0
2,168,0,0.736056205,1,0
1,170,1,0.476234073,0,0
0,80,0,0.978032377,0,0
0,177,0,0.901190218,0,0
2,193,0,0.428175231,0,0
2,37,1,0.6782489,0,0
4,81,0,0.618078603,0,0
3,192,0,0.691072094,0,0
2,80,0,0.917533908,1,0
0,78,0,0.623822672,0,0
2,182,1,0.896744825,0,0
1,129,0,0.353887501,0,0
1,169,1,0.576969202,0,0
4,133,0,0.619651117,0,0
2,171,1,0.591887116,0,0
1,70,0,0.704872511,0,0
2,84,0,0.731581237,1,0
2,162,0,0.746085186,0,0
1,131,1,0.877251744,0,0
1,175,1,0.84669138,0,0
3,61,0,0.399585609,0,1
4,167,1,0.729983668,0,1
1,62,0,0.577588853,0,0
1,190,0,0.863923274,0,0
0,21,0,0.959106826,1,0
1,170,0,0.868324103,0,0
2,159,0,1,0,0
2,193,0,0.850609164,0,0
0,145,0,0.89977943,0,0
0,180,1,0.541191633,0,0
1,63,0,0.695024299,0,0
5,172,0,0.837983981,0,0
3,54,0,0.757711393,1,1
1,182,0,0.51728851,0,0
2,84,0,0.51529761,0,0
1,190,0,0.337905704,0,0
1,178,0,0.774411782,0,0
2,175,0,0.493913031,0,0
3,158,0,0.834332798,1,0
1,51,0,0.844824582,0,0
2,85,1,0.744364679,0,0
2,79,0,0.778984611,0,0
